index,expr_id,datacase,gougeevent_id,AEsensor,Qinv_quart,M0,Tw,Tshift,stf_type,peakSTFamp,fitting_flag,error_fraction,error_thresh,RMSE,SNR_sensor,SNR_thresh,validflag
fb03-087__OL08,fb03-087,fb03-087__0126,126,8,noQcorr,9.35178841e-03,2.12120434e-06,1.46910343e-07,cosine,8.81743284e+03,True,1.95466199e-02,6.00000000e-02,1.72351008e+02,1.68768725e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0126,126,22,noQcorr,1.17366145e-02,2.00122595e-06,1.18275381e-07,cosine,1.17294247e+04,True,2.80194441e-02,6.00000000e-02,3.28651960e+02,1.94334579e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0128,128,23,noQcorr,9.86018712e-03,2.55707738e-06,3.32290672e-08,cosine,7.71207568e+03,True,2.72482774e-02,6.00000000e-02,2.10140778e+02,1.45945168e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0128,128,7,noQcorr,1.33681822e-02,2.75484865e-06,-8.52276788e-08,cosine,9.70519950e+03,True,3.12674407e-02,6.00000000e-02,3.03456750e+02,1.75448174e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0128,128,8,noQcorr,9.59602040e-03,2.26505232e-06,1.48546042e-07,cosine,8.47311148e+03,True,3.16898283e-02,6.00000000e-02,2.68511448e+02,3.16028100e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0128,128,22,noQcorr,8.34252514e-03,2.31840291e-06,1.18803804e-08,cosine,7.19678297e+03,True,3.40848643e-02,6.00000000e-02,2.45301371e+02,2.76875122e+01,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0129,129,23,noQcorr,7.63712161e-01,3.00919864e-06,1.27640552e-07,cosine,5.07585077e+05,True,1.16264475e-02,6.00000000e-02,5.90141122e+03,2.51237314e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0129,129,7,noQcorr,1.38634893e+00,3.29945398e-06,1.90471686e-07,cosine,8.40350516e+05,True,5.94348234e-03,6.00000000e-02,4.99460845e+03,2.02956086e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0129,129,8,noQcorr,1.02666224e+00,3.05309655e-06,1.48259004e-07,cosine,6.72538340e+05,True,8.34101467e-03,6.00000000e-02,5.60965217e+03,7.13782883e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0129,129,22,noQcorr,1.56517930e+00,3.16641871e-06,1.59464165e-07,cosine,9.88611465e+05,True,5.94284058e-03,6.00000000e-02,5.87516033e+03,1.68152709e+02,4.50000000e+00,1
fb03-087__OL23,fb03-087,fb03-087__0131,131,23,noQcorr,5.82217508e-01,2.92927371e-06,-1.48911920e-09,cosine,3.97516631e+05,True,6.57533856e-03,6.00000000e-02,2.61380643e+03,1.23827251e+02,4.50000000e+00,1
fb03-087__OL07,fb03-087,fb03-087__0131,131,7,noQcorr,7.25011528e-01,2.92631195e-06,3.09104047e-08,cosine,4.95511983e+05,True,4.11205909e-03,6.00000000e-02,2.03757456e+03,2.03615945e+02,4.50000000e+00,1
fb03-087__OL08,fb03-087,fb03-087__0131,131,8,noQcorr,5.46555268e-01,2.80781651e-06,5.74452610e-08,cosine,3.89309819e+05,True,8.30267179e-03,6.00000000e-02,3.23231165e+03,3.16958995e+01,4.50000000e+00,1
fb03-087__OL22,fb03-087,fb03-087__0131,131,22,noQcorr,1.04501154e+00,3.16119663e-06,2.32917981e-08,cosine,6.61149346e+05,True,1.50151327e-02,6.00000000e-02,9.92724517e+03,3.42811880e+01,4.50000000e+00,1
